"354190160","ELBL¥G-MILEJEWO","2019","01","01",7.5,"",8.6,"",3.2,"",7.3,"",94.6,"",982.9,"",1005.6,"",5.1,"",13.2,""
"354190160","ELBL¥G-MILEJEWO","2019","01","02",6.8,"",10.3,"",.3,"",5.2,"",82.4,"",986.0,"",1009.0,"",1.4,"",.3,""
"354190160","ELBL¥G-MILEJEWO","2019","01","03",6.1,"",8.0,"",-1.2,"",3.4,"",61.0,"",1000.0,"",1023.5,"",.3,"",.1,""
"354190160","ELBL¥G-MILEJEWO","2019","01","04",7.8,"",5.1,"",-1.8,"",4.8,"",89.5,"",997.3,"",1020.9,"",.8,"",9.5,""
"354190160","ELBL¥G-MILEJEWO","2019","01","05",7.4,"",5.5,"",.9,"",6.3,"",95.5,"",989.9,"",1013.0,"",1.8,"",.9,""
"354190160","ELBL¥G-MILEJEWO","2019","01","06",6.8,"",3.4,"",-3.9,"",3.6,"",79.0,"",1001.3,"",1025.0,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","07",7.9,"",6.8,"",-2.6,"",4.6,"",90.5,"",1000.9,"",1024.5,"",.6,"",4.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","08",8.0,"",6.1,"",-.5,"",5.7,"",97.4,"",977.7,"",1000.6,"",1.5,"",.1,""
"354190160","ELBL¥G-MILEJEWO","2019","01","09",7.9,"",3.4,"",-2.0,"",5.1,"",96.0,"",981.1,"",1004.2,"",.2,"",.9,""
"354190160","ELBL¥G-MILEJEWO","2019","01","10",7.1,"",2.6,"",-5.5,"",3.7,"",91.1,"",994.7,"",1018.5,"",.1,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","11",7.5,"",6.5,"",-3.5,"",4.6,"",94.3,"",988.7,"",1012.2,"",.8,"",.6,""
"354190160","ELBL¥G-MILEJEWO","2019","01","12",6.9,"",4.9,"",-.2,"",5.7,"",93.1,"",981.4,"",1004.4,"",.0,"",3.1,""
"354190160","ELBL¥G-MILEJEWO","2019","01","13",8.0,"",6.8,"",2.0,"",7.0,"",98.9,"",966.7,"",989.1,"",3.0,"",4.5,""
"354190160","ELBL¥G-MILEJEWO","2019","01","14",6.5,"",6.9,"",.4,"",5.0,"",78.0,"",963.1,"",985.5,"",.4,"",.6,""
"354190160","ELBL¥G-MILEJEWO","2019","01","15",6.0,"",5.6,"",.3,"",4.6,"",73.8,"",974.2,"",997.0,"",.6,"",3.7,""
"354190160","ELBL¥G-MILEJEWO","2019","01","16",7.6,"",5.3,"",1.5,"",6.6,"",96.9,"",978.2,"",1001.0,"",.7,"",.3,""
"354190160","ELBL¥G-MILEJEWO","2019","01","17",7.5,"",7.9,"",2.6,"",6.6,"",89.3,"",973.2,"",995.8,"",1.0,"",3.9,""
"354190160","ELBL¥G-MILEJEWO","2019","01","18",5.5,"",5.4,"",-.8,"",5.1,"",86.6,"",984.0,"",1007.1,"",.5,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","19",5.9,"",5.8,"",-2.7,"",4.7,"",94.1,"",994.8,"",1018.3,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","20",6.9,"",4.8,"",-2.1,"",4.8,"",91.4,"",994.7,"",1018.2,"",.8,"",.3,""
"354190160","ELBL¥G-MILEJEWO","2019","01","21",7.8,"",5.6,"",-3.7,"",4.5,"",96.1,"",996.0,"",1019.7,"",.6,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","22",4.5,"",5.0,"",-6.0,"",3.6,"",92.1,"",992.1,"",1015.9,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","23",.0,"",3.1,"",-7.3,"",3.0,"",84.4,"",988.6,"",1012.4,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","24",3.0,"",3.0,"",-10.1,"",2.6,"",89.8,"",993.3,"",1017.4,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","25",7.5,"",3.0,"",-8.0,"",3.0,"",88.0,"",990.8,"",1014.7,"",1.1,"",.1,""
"354190160","ELBL¥G-MILEJEWO","2019","01","26",8.0,"",3.1,"",-6.0,"",3.5,"",90.3,"",982.2,"",1005.7,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","27",8.0,"",4.6,"",-3.4,"",4.4,"",92.5,"",974.5,"",997.6,"",2.1,"",1.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","28",7.5,"",4.9,"",-.7,"",5.3,"",90.6,"",971.2,"",994.0,"",.0,"",3.2,""
"354190160","ELBL¥G-MILEJEWO","2019","01","29",7.8,"",4.0,"",-.8,"",5.6,"",96.9,"",976.3,"",999.2,"",.4,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","30",4.4,"",3.3,"",-3.1,"",4.3,"",88.0,"",983.4,"",1006.7,"",.0,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","01","31",8.0,"",3.0,"",-1.7,"",5.2,"",96.8,"",982.7,"",1005.9,"",1.6,"",.3,""
"354190160","ELBL¥G-MILEJEWO","2019","02","01",7.0,"",3.1,"",-2.1,"",5.0,"",96.1,"",981.3,"",1004.5,"",.0,"",3.2,""
"354190160","ELBL¥G-MILEJEWO","2019","02","02",8.0,"",4.3,"",1.6,"",6.5,"",94.5,"",976.8,"",999.5,"",.9,"",.0,""
"354190160","ELBL¥G-MILEJEWO","2019","02","03",7.9,"",3.9,"",.9,"",6.1,"",93.5,"",986.3,"",1009.3,"",.5,"",8.3,""
"354190160","ELBL¥G-MILEJEWO","2019","02","04",6.0,"",4.5,"",-1.4,"",5.2,"",92.5,"",1000.0,"",1023.5,"",1.5,"",.0,""
