"354180155","GDAÑSK-ŒWIBNO","2019","01","01",7.4,"",6.8,"",5.3,"",7.7,"",86.4,"",1004.1,"",1005.2,"",2.5,"",5.1,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","02",7.0,"",9.6,"",1.9,"",5.6,"",79.1,"",1009.5,"",1010.6,"",2.2,"",2.6,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","03",6.5,"",8.1,"",.6,"",4.0,"",63.4,"",1023.5,"",1024.6,"",.0,"",.1,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","04",7.6,"",3.3,"",.4,"",5.3,"",83.6,"",1019.5,"",1020.6,"",.2,"",2.7,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","05",6.9,"",6.0,"",3.3,"",6.7,"",85.8,"",1012.6,"",1013.7,"",.4,"",.1,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","06",7.1,"",4.6,"",-.8,"",4.2,"",72.9,"",1023.9,"",1025.0,"",.0,"",.4,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","07",7.9,"",4.1,"",-.4,"",5.2,"",87.3,"",1022.7,"",1023.8,"",.3,"",1.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","08",8.0,"",6.4,"",.8,"",6.2,"",95.0,"",998.4,"",999.5,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","09",8.0,"",3.4,"",.6,"",5.8,"",91.1,"",1002.9,"",1004.0,"",.5,"",.1,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","10",7.5,"",2.9,"",-1.6,"",4.7,"",86.8,"",1017.2,"",1018.4,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","11",6.9,"",4.5,"",-.9,"",5.3,"",91.3,"",1010.5,"",1011.7,"",.7,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","12",5.3,"",3.9,"",1.2,"",5.8,"",86.8,"",1003.0,"",1004.1,"",.0,"",.2,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","13",6.9,"",4.0,"",3.4,"",7.3,"",93.0,"",987.4,"",988.5,"",.1,"",1.7,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","14",6.3,"",7.3,"",2.2,"",5.1,"",69.8,"",985.1,"",986.2,"",.0,"",.1,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","15",3.8,"",6.8,"",2.2,"",4.8,"",68.0,"",996.1,"",997.2,"",.6,"",1.2,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","16",6.9,"",4.3,"",3.3,"",7.0,"",89.8,"",999.6,"",1000.7,"",.3,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","17",7.1,"",5.1,"",4.4,"",6.9,"",81.9,"",994.0,"",995.1,"",.0,"",1.6,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","18",4.4,"",5.8,"",.6,"",5.0,"",77.8,"",1006.2,"",1007.3,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","19",4.0,"",4.3,"",-.7,"",5.0,"",84.9,"",1016.7,"",1017.8,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","20",5.4,"",4.0,"",-.5,"",4.9,"",82.5,"",1016.8,"",1018.0,"",.1,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","21",5.9,"",3.3,"",-2.2,"",4.7,"",89.3,"",1018.2,"",1019.3,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","22",5.6,"",5.1,"",-4.3,"",3.9,"",87.1,"",1014.2,"",1015.3,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","23",.0,"",3.1,"",-6.1,"",3.2,"",82.3,"",1010.7,"",1011.9,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","24",1.0,"",3.0,"",-7.8,"",2.9,"",83.8,"",1015.9,"",1017.1,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","25",6.3,"",2.4,"",-6.4,"",3.1,"",82.3,"",1013.3,"",1014.5,"",.2,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","26",7.9,"",3.0,"",-4.3,"",3.8,"",85.0,"",1004.0,"",1005.1,"",.0,"",.0,""
"354180155","GDAÑSK-ŒWIBNO","2019","01","27",8.0,"",7.4,"",-1.8,"",4.9,"",90.5,"",995.3,"",996.4,"",.4,"",.4,""
